id,created_at,text,fav,RT
1579887354466435074,2022-10-11 17:31:12+00:00,RT @bstategames: #EscapefromTarkov #TheBoys @TheBoysTV https://t.co/bLRNcaHlfH,0,239
1579738496495153152,2022-10-11 07:39:42+00:00,授業終了即サックスしたすぎる,8,0
1579720713233371137,2022-10-11 06:29:02+00:00,RT @sound_nit: ﾔｰﾏﾝ💪( ᐛ )本日は弦張替えたばっかのベース抱きながら寝てる1年Y氏が部室で発見されました👀 https://t.co/KR4uw3jy1R,0,1
1579559033790685185,2022-10-10 19:46:35+00:00,これマジでハリーポッターみたいでウケる,4,0
1579558947648081921,2022-10-10 19:46:14+00:00,RT @sound_nit: 今日もヤーマン💪( ᐛ )サウンドTwitter強化キャンペーン部長(仮)のMです✌️本日は2年の管楽器未経験のS君がテナーサックスにチャレンジ中！ https://t.co/7oNNe8X7qm,0,6
1579551825023623169,2022-10-10 19:17:56+00:00,襟足ある方がいいのかない方がいいのかわからんピヨ,1,0
1579458169998569472,2022-10-10 13:05:47+00:00,訳わからんくらい仕事したあとわけわからんくらい酒飲むの好きすぎる,3,0
1579455676082171905,2022-10-10 12:55:52+00:00,今日の睡眠時間１４時間です対アリ,7,0
1579455068470149121,2022-10-10 12:53:27+00:00,最強なった https://t.co/0WEw96euVp,14,0
1579114601152925696,2022-10-09 14:20:34+00:00,明日スタジオ入れないのバカ,3,0
1579112698759249920,2022-10-09 14:13:00+00:00,サウンド2年にギターがいない大問題,5,0
1579077003445428226,2022-10-09 11:51:10+00:00,俺はパーを出したぞ,7,0
1579060945841950720,2022-10-09 10:47:21+00:00,ガチねてた,4,0
1578590754473402368,2022-10-08 03:38:59+00:00,来週には髪の毛染めます,4,0
1578581999643951107,2022-10-08 03:04:12+00:00,RT @Harakami5566: ニャオハの進化予想はこれが好き https://t.co/LTZsi8KsRY,0,1921
1578492148617732096,2022-10-07 21:07:09+00:00,この年になると感極まって泣いてしまうことが多い,6,0
1578479733213650949,2022-10-07 20:17:49+00:00,今日こそすき焼きやるって決めてるんだから,6,0
1578282310050680833,2022-10-07 07:13:20+00:00,今日はすき焼き,8,0
1578282268103430144,2022-10-07 07:13:10+00:00,すき焼きしたすぎるすき焼きすき焼きすき焼き,6,0
1578281771481063424,2022-10-07 07:11:12+00:00,こたつ欲しいな・・・,9,1
1578275775622438912,2022-10-07 06:47:22+00:00,教室寒い,3,0
1578216423117053953,2022-10-07 02:51:31+00:00,電気代クソ安い暖房器具欲しい,8,0
1578215686467264512,2022-10-07 02:48:36+00:00,マジで家の中寒すぎて授業出れん体が寝ろって言ってる,14,0
1578062733722804224,2022-10-06 16:40:49+00:00,マジで放課後毎日部室通います,4,0
1578061701769203712,2022-10-06 16:36:43+00:00,誰か木管の吹き方教えてください😭😭😭,1,0
1578021217763983361,2022-10-06 13:55:51+00:00,RT @aoi_ijou: Kitsune Rush　#OW2 https://t.co/1mvTJ2PPiM,0,6
1577993506584670209,2022-10-06 12:05:44+00:00,おにぎりさんすみませんほんとに…,3,1
1577981076676698113,2022-10-06 11:16:20+00:00,猫吸いしたい,5,0
1577980280903970816,2022-10-06 11:13:11+00:00,暗くて無視してたらすみません💦,4,0
1577914057482346498,2022-10-06 06:50:02+00:00,ヤーマンの意味知らんかった,2,0
1577899554569355264,2022-10-06 05:52:24+00:00,RT @sound_nit: 今日も元気にヤーマン(💪・▷・)今日は楽器屋さんへ管楽器をリペアに出しに行きます‼️ https://t.co/vyOl8ZEEo1,0,1
1577682807887138817,2022-10-05 15:31:07+00:00,この時間のコンビニが一番気持ちいい,9,0
1577662919105388547,2022-10-05 14:12:06+00:00,酔っ払い見るのおもろ,5,0
1577552995994468358,2022-10-05 06:55:18+00:00,年末暇ができたら関西へ地ビール巡りしに行きます超楽しみ,7,0
1577547899638288389,2022-10-05 06:35:03+00:00,RT @NftPinuts: ゲスの極み乙女のNFT「MARU」NFTをBURNして物理的なレコード盤と引き換える施策を開始⚡NFTか？現物か？ダミアンハーストのプロジェクトにインスパイア⚡川谷絵音氏、岩瀬大輔氏ら登壇のホルダー優先ファンイベントも開催⚡ETHのみ…,0,10
1577322133721878528,2022-10-04 15:37:56+00:00,RT @aoi_ijou: ｽﾀｰｶﾞｰﾃﾞｨｱﾝｶｯﾌﾟ(@MenOfCup )描いた https://t.co/bv6ufgCozN,0,4
1577258130815086593,2022-10-04 11:23:37+00:00,髪の毛緑か黒か迷います,7,0
1577249826411978752,2022-10-04 10:50:37+00:00,友達の忠告は聞いておいた方がいいって実感する,4,0
1577230498383876098,2022-10-04 09:33:48+00:00,ソロ飲みするか……,9,0
1577230377273692161,2022-10-04 09:33:20+00:00,酒飲みたい気分,1,0
1577197268796858368,2022-10-04 07:21:46+00:00,https://t.co/A4yrvVRYM0やばすぎる,4,1
1577195723623632896,2022-10-04 07:15:38+00:00,酔ってるときにする熱い話が一番好き勇気夢希望努力,8,0
1577191302390697986,2022-10-04 06:58:03+00:00,ヤーマン(💪・▷・)宇宙の始まりは大きな爆発からです。これをビッグバンといいます！地球は惑星同士のぶつかりにより成立し、その時に人間の元となる原子が誕生しました！つまり、宇宙は人間ということですね！ということで今日も元気にGANJA吸ってCHILLしたいと思います！,10,0
1577190761149317120,2022-10-04 06:55:54+00:00,ヤーマン(💪・▷・),5,0
1577190159195308032,2022-10-04 06:53:31+00:00,全地球史アトラス　フルストーリー https://t.co/u8Zy9tg5Vw @YouTubeより,1,0
1577189976587935744,2022-10-04 06:52:47+00:00,RT @sound_nit: 今日も元気にヤーマン(💪・▷・)今日はショッピングポイント活用で部活の備品発注しました✌️ポイントの有効期限ってあっという間に来て怖いですよね〜部長１回期限忘れてて某音楽通販サイトで8000ポイント失効して部員に大ブーイング喰らいました🥺 ht…,0,1
1577189904181649410,2022-10-04 06:52:30+00:00,日本版が始動！宇宙物理学者、村山斉だけど質問ある？ | Tech Support | https://t.co/FPb1bvUCxI https://t.co/OAHcdQZYY5 @YouTubeより,0,0
1577177754600378370,2022-10-04 06:04:13+00:00,メンバー◎だった！！！,2,0
1577138191240687616,2022-10-04 03:27:01+00:00,昨日は酒で口が滑ってキショいこと言っちゃった,6,0
1576903639171334144,2022-10-03 11:54:59+00:00,RT @yu_yuyu_1111: ユニゾンのボーカル募集中,0,2
1576818068122374144,2022-10-03 06:14:57+00:00,ハウリングなくなってることに企業努力を感じてうれしい,7,0
1576797937082208256,2022-10-03 04:54:58+00:00,RT @sound_nit: 本日は4年Nさんの誕生日前夜祭をしました(*^^*) 1時間フライングですがお誕生日おめでとうございます👏🎉🎊 https://t.co/bX4KS65bYt,0,4
1576796152371953670,2022-10-03 04:47:52+00:00,モテたい・・・！！！,15,1
1576775085704171520,2022-10-03 03:24:10+00:00,ヤローの治安の悪さとても好き,5,0
1576505046191472640,2022-10-02 09:31:07+00:00,RT @mcr_nit: 体育祭お疲れ様でした！ https://t.co/YvXvC6oEMw,0,1
1576459485736235009,2022-10-02 06:30:05+00:00,服洗うの忘れて何もよくない,3,0
1576433699272302593,2022-10-02 04:47:37+00:00,マジでいい匂いするって思ったらいつのまにか抱きついて寝てたごめんカワチ,10,0
1576026811443445760,2022-10-01 01:50:47+00:00,玉入れ行きたかった(´;ω;｀),7,0
1576026294705618944,2022-10-01 01:48:44+00:00,AIゴミ,2,0
1576012220374601728,2022-10-01 00:52:48+00:00,久々に泣いた,5,0
1575896425132482560,2022-09-30 17:12:41+00:00,みんなからの匿名質問を募集中！こんな質問に答えてるよ● 今酔ってます？● たばこってどんなあじですか？● ベース、好きですか？？？● 今の髪色は？#質問箱 #匿名質問募集中https://t.co/BO31itZmIU,0,0
1575743862336679936,2022-09-30 07:06:27+00:00,華金,4,0
1575743793935966208,2022-09-30 07:06:11+00:00,今日は酒味行くぞおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおおお,10,0
1575678361807900674,2022-09-30 02:46:10+00:00,直感的にわからない場合はまず理解するっていう研究者マインド好き,8,0
1575670851953106944,2022-09-30 02:16:20+00:00,派手髪してる人は偉い,10,0
1575511611380748288,2022-09-29 15:43:34+00:00,夜の快活に激安焼酎持ってくだけで2000円くらいでオール飲酒カラオケできるライフハック,11,0
1575511244802789377,2022-09-29 15:42:07+00:00,高いウィスキーうますぎる,2,0
1575496311432171521,2022-09-29 14:42:46+00:00,RT @flerovium3: 画像処理の授業中唐突に脳に現れてこびりついて辛い https://t.co/T5cCUfcrJh,0,7149
1575421215187300352,2022-09-29 09:44:22+00:00,スプラトゥーン武器診断の結果は...【スロッシャー】🦑何を考えているか分からない不思議な人🦑思考力があり成長が早い🦑人の相談にも乗る聞き上手#スプラトゥーン武器診断 https://t.co/PrQIgWHrjP,1,0
1575391341005008896,2022-09-29 07:45:39+00:00,RT @sound_nit: 〜本日の部室〜ドラムパートの4年生Aさんがギターパートの1年生Kくんにギター教わってます(*^^*) https://t.co/kyhLa9AVbU,0,2
1575366430723559424,2022-09-29 06:06:40+00:00,勉強苦しすぎる,0,0
1575366304185298945,2022-09-29 06:06:10+00:00,鬱鬱,2,0
1575364527486402560,2022-09-29 05:59:06+00:00,東武公遊びに行きたいのう,4,0
1575356916821159936,2022-09-29 05:28:52+00:00,自分プログラムかけるからってイキってたけどこういうとこ来るたびに雑魚なんだぁって実感する,6,0
1575350489373233153,2022-09-29 05:03:19+00:00,RT @namchan_koushi: 二足歩行ロボットが小学１年生と同じ速度で走れるように進化しています。このロボはラジコン操作ではありますが、100mを24.73秒(時速14.5km)で走行しています。スターウォーズのAT-STみたいなのが誕生して、走り回る未来が本当に来る…,0,8186
1575330642010972160,2022-09-29 03:44:27+00:00,来ました✨ https://t.co/hQeupHBR86,8,0
1575290721396932609,2022-09-29 01:05:50+00:00,この教室に99人は無理があるよなあ,5,0
1575271696868986880,2022-09-28 23:50:14+00:00,エンジニアの持つ風呂に入らなくても良くなる香水欲しい,3,0
1575115297064820737,2022-09-28 13:28:45+00:00,なんかめちゃめちゃに騒いでる人見たい気分,5,0
1575107927857561605,2022-09-28 12:59:28+00:00,RT @jiromal: え、セブンの「ソーセージとベーコンのペペロンチーノ」からベーコンが消えたよ。10月の値上げ、相当エグいよ。 https://t.co/JYJBTeUtrk,0,21015
1574938875838885888,2022-09-28 01:47:43+00:00,楽器触りたい,6,0
1574925146816598018,2022-09-28 00:53:10+00:00,MDPの時もパスの話これくらいまじめにやった方が良かったと思う切実に,4,1
1574789146891034624,2022-09-27 15:52:45+00:00,ハブられてるマンタローもかわいい,0,0
1574788621135060992,2022-09-27 15:50:40+00:00,眠いVSスプラVSマンタロー,3,0
1574786393758662657,2022-09-27 15:41:49+00:00,スプラしてえ,6,0
1574666713844838401,2022-09-27 07:46:15+00:00,えぐぅ～,4,0
1574666441143750656,2022-09-27 07:45:10+00:00,RT @Ootorihouri: 拝啓@Suwa1129 様鉄の掟活動は週5回とする1日1回進捗報告朝食は食べること週1で反省会これらが守られなかった場合、即刻除班処分とするこちらで宜しかったでしょうか,0,2
1574646675099951105,2022-09-27 06:26:37+00:00,"Rolly - シャイニー (From ""Moana"") https://t.co/wJVe5X71eo @YouTubeより",2,0
1574643179907067907,2022-09-27 06:12:44+00:00,お酒飲む人こわい:;(∩´﹏`∩);:,11,0
1574605173657247744,2022-09-27 03:41:42+00:00,給料マウントとられたので案件増やします怒,9,0
1574550041217204224,2022-09-27 00:02:38+00:00,今思い出してもクソアツい話,2,0
1574438448676896769,2022-09-26 16:39:12+00:00,実はマンタローが一番可愛い,3,0
1574306869388066821,2022-09-26 07:56:21+00:00,みんなからの匿名質問を募集中！こんな質問に答えてるよ● 今酔ってます？● たばこってどんなあじですか？● ベース、好きですか？？？● 今の髪色は？#質問箱 #匿名質問募集中https://t.co/BO31itZmIU,0,0
1574301150966579205,2022-09-26 07:33:38+00:00,ハウリすぎてハウルの動く城になってる,4,0
1574297248074461184,2022-09-26 07:18:07+00:00,なんかフケみたいな黒フィラメントめっちゃついてるんだけど,2,0
1574293557493760000,2022-09-26 07:03:27+00:00,イイね早すぎて変な声でたｗｗｗ（真顔）,2,1
1574293438329397249,2022-09-26 07:02:59+00:00,研究室のセンパイ、煮詰まりすぎて急に叫びだすの超おもろいｗ,6,0
1574291882905305088,2022-09-26 06:56:48+00:00,RT @zetadivision: XQQと学ぶ、ZG01 | XQQ Sensei1年ぶりのXQQ Sensei進化したZGシリーズと進化したXQQカンペ読み力https://t.co/YFZcdhj9b9 @IAMXQ @YamahaGame_jp #ZG…,0,163
1574247377372065792,2022-09-26 03:59:57+00:00,iPad自我持ってて草,6,0
1574221704578027521,2022-09-26 02:17:56+00:00,絵うまい,4,0
1574219695825174528,2022-09-26 02:09:57+00:00,これってぱそこんのはなしですか・・・？,5,0
1574218719726747648,2022-09-26 02:06:05+00:00,黒板使う授業高校生みたいで好き,10,0
1574067831263531009,2022-09-25 16:06:30+00:00,道を開けろオオオオオオオオオオオ,3,0
1573896212100808708,2022-09-25 04:44:33+00:00,秋の風香ってる,4,0
1573791955934646272,2022-09-24 21:50:16+00:00,RT @scrapanimal: 神籬 https://t.co/m1QVV0HsVA,0,20849
1573672764002947073,2022-09-24 13:56:39+00:00,ska flavor - 10 10 葛飾ラプソディー https://t.co/cG0yxCWsdV @YouTubeより,2,0
1573670650517983232,2022-09-24 13:48:15+00:00,お仕事全部終わらせて来週は飲酒パーティーしよう,6,0
1573667256784932869,2022-09-24 13:34:45+00:00,家が明るくてうれしい,5,0
1573666275838300161,2022-09-24 13:30:52+00:00,❤️ https://t.co/Dge7nbbtYL,12,0
1573649723764142080,2022-09-24 12:25:05+00:00,みんなからの匿名質問を募集中！こんな質問に答えてるよ● 今酔ってます？● たばこってどんなあじですか？● ベース、好きですか？？？● 今の髪色は？#質問箱 #匿名質問募集中https://t.co/BO31iuhvX2,0,0
1573615895556915200,2022-09-24 10:10:40+00:00,どっかで髪の毛染めに行こうマジで,4,0
1573600272160784385,2022-09-24 09:08:35+00:00,スプラやりたいけど仕事たくさん,1,0
1573597039618707456,2022-09-24 08:55:44+00:00,紺宅徒を買う爆音の韻破句徒ォMrcPondeMICこれは韻を踏んだ歌の話,1,0
1573503836760682496,2022-09-24 02:45:23+00:00,あかーん！サイゼ行きたい,9,0
1573492978877747201,2022-09-24 02:02:14+00:00,AI三回目の授業でクッソ寝てその挙句にいびきもかましたからかなり怒られた草,7,0
1573215826412462083,2022-09-23 07:40:56+00:00,先生日本語の授業初めてって言ってた…大変そう,9,0
1573207928827686916,2022-09-23 07:09:33+00:00,影分身！！！,1,0
1573207483518439425,2022-09-23 07:07:47+00:00,めちゃくちゃ書き込まれた譜面見るの好き,3,0
1573202994023260161,2022-09-23 06:49:57+00:00,僕も使ったことあります,3,0
1573202606947971075,2022-09-23 06:48:24+00:00,授業計画とか概要とか欲しかったかもですね,5,0
1573155170938150921,2022-09-23 03:39:55+00:00,この時間にバイト入れると誰とも遊べない(';'),5,0
1573154218600726528,2022-09-23 03:36:08+00:00,マジで全身緑,2,0
1573152486533533696,2022-09-23 03:29:15+00:00,RT @Suwa1129: そういう怖い質問やめましょうよ！！！ #Peing #質問箱 https://t.co/jL1rkv5e7W,0,1
1572993735423852549,2022-09-22 16:58:25+00:00,ブルーハワイwithキウイ味！ #Peing #質問箱 https://t.co/mNPktVDG8T,2,0
1572920053372108800,2022-09-22 12:05:38+00:00,そういう怖い質問やめましょうよ！！！ #Peing #質問箱 https://t.co/jL1rkv5e7W,1,1
1572905847956836352,2022-09-22 11:09:11+00:00,なんも見えんくて無視かましたかもしれないですすみません,2,0
1572876945532256256,2022-09-22 09:14:21+00:00,オーナー何曜日いらっしゃるかな！！！,3,0
1572862721514942464,2022-09-22 08:17:49+00:00,みんなからの匿名質問を募集中！こんな質問に答えてるよ● discordオンラインの時む…● カービィー枠取られた🥺● 今酔ってます？● たばこってどんなあじですか？#質問箱 #匿名質問募集中https://t.co/BO31iuhvX2,0,0
1572743107975991298,2022-09-22 00:22:31+00:00,いざとなったらWifiぶっ壊すわ,5,0
1572494991590850565,2022-09-21 07:56:36+00:00,日工大スタンプ秒で買ってしまった,4,0
1572482945981763584,2022-09-21 07:08:44+00:00,学生応援平日飲酒パーティー草,7,0
1572481428700667904,2022-09-21 07:02:42+00:00,クッソ酒味行きたい,6,0
1572451688648445952,2022-09-21 05:04:31+00:00,大学のバイト17時まで入れてるから一切遊ぶ時間ないじゃんｗｗｗ,5,0
1572439533450559488,2022-09-21 04:16:13+00:00,秋学期クッソ楽そうでいい,3,0
1572436183510290432,2022-09-21 04:02:55+00:00,新しいピアスと秋服欲しすぎる,6,0
1572435731456602112,2022-09-21 04:01:07+00:00,１００万までは適当に仕事してりゃいいのに１００万超えた瞬間から仕事クソ忙しくなるの鬱,2,0
1572435103409909760,2022-09-21 03:58:37+00:00,もう空気が秋,3,0
1572385798032596994,2022-09-21 00:42:42+00:00,だるいってｗｗｗ,2,0
1572379355892043779,2022-09-21 00:17:06+00:00,この人だれ,3,0
1572192572499709953,2022-09-20 11:54:53+00:00,みんなからの匿名質問を募集中！こんな質問に答えてるよ● discordオンラインの時む…● カービィー枠取られた🥺● 今酔ってます？● たばこってどんなあじですか？#質問箱 #匿名質問募集中https://t.co/BO31iuhvX2,0,0
1572092317980569600,2022-09-20 05:16:31+00:00,RT @ARAGUMA3156: 最強武器を教えてくれる吉良吉影#スプラトゥーン3 https://t.co/N84BOLUGTF,0,23057
1572090678552952833,2022-09-20 05:10:00+00:00,先輩でデータサイエンスとai取ってた人に課題とかどんな感じか聞きたいです😭誰かいませんか😭😭😭,5,0
1571788704263598085,2022-09-19 09:10:04+00:00,ブリーチしたすぎ,5,0
1571684875685752833,2022-09-19 02:17:29+00:00,ーー出るか,3,0
1571684000326123520,2022-09-19 02:14:00+00:00,クッソベース取りに行きたいのに雨プラス天気頭痛で人生最悪になってる,6,0
1571519366143021057,2022-09-18 15:19:48+00:00,生きる上での最高の楽しみが飲酒になってる,5,0
1571519041105440768,2022-09-18 15:18:31+00:00,サイゼ呑みしたいよな,8,0
1571505126577434626,2022-09-18 14:23:13+00:00,ちくちく言葉大会楽しすぎる,5,0
1571458466287620097,2022-09-18 11:17:49+00:00,みんなからの匿名質問を募集中！こんな質問に答えてるよ● discordオンラインの時む…● カービィー枠取られた🥺● 今酔ってます？● たばこってどんなあじですか？#質問箱 #匿名質問募集中https://t.co/BO31iuhvX2,0,0
1571417347126337537,2022-09-18 08:34:25+00:00,ﾊﾗﾍｯﾀ,6,0
1571082805979021316,2022-09-17 10:25:04+00:00,ダイアトニックコード適当に上げたり下げたりしてればそれっぽいソロになるか？,3,0
1571031372214706176,2022-09-17 07:00:42+00:00,RT @Upstream_Indus: #ネーミング募集 ！！！！！！ということで #東京ゲームショウ にてお披露目のこちらのブースの名前を大募集します。採用者にはブース一台プレゼント…？！詳しくはバナー内まで！#UIネーミング募集 のタグをつけて応募してね！#プレゼント企…,0,1419
1571030802041049090,2022-09-17 06:58:26+00:00,＃ヤマハ防音室#ZG01 https://t.co/AdV6NRC4KK,1,0
1571022763867140103,2022-09-17 06:26:29+00:00,圧倒的オタク,3,0
1570978672303296513,2022-09-17 03:31:17+00:00,#ニトリのゲーミングチェアほしい https://t.co/HuoVRCJHNs,0,0
1570947990411677696,2022-09-17 01:29:22+00:00,AMOGOS https://t.co/pufWe2Z7i2,8,0
1570821383026020359,2022-09-16 17:06:16+00:00,もう20超えてんのに情けないことをしたなと深く反省している,1,0
1570813835518554115,2022-09-16 16:36:17+00:00,スカパラのスコア買わないと,7,0
1570810108355186688,2022-09-16 16:21:28+00:00,情報理論っていう謎科目があるっぽいんだけど！！！僕にも取らせろ！！！ずるいぞ,7,0
1570805418364116992,2022-09-16 16:02:50+00:00,履修登録が人生で一番おもろい,12,0
1570688792675356672,2022-09-16 08:19:24+00:00,みんなからの匿名質問を募集中！こんな質問に答えてるよ● discordオンラインの時む…● カービィー枠取られた🥺● 今酔ってます？● たばこってどんなあじですか？#質問箱 #匿名質問募集中https://t.co/BO31iuhvX2,0,0
1570590287671754754,2022-09-16 01:47:59+00:00,寝起き10秒くらいのツイートかなり世界を呪っててウケる,2,0
1570588548604231680,2022-09-16 01:41:04+00:00,髪の毛長すぎ前髪重い,5,0
1570395327320199169,2022-09-15 12:53:17+00:00,RT @pirotchi_zx3: サウンドの人たちは単位を犠牲に音楽してることでしか感じられない危うさと儚さを感じられるから好き,0,1
1570391228977647616,2022-09-15 12:37:00+00:00,どっかでネック分解してみたいな,2,0
1570390824214753281,2022-09-15 12:35:23+00:00,ハァ～～～～ディズニーいきたすぎ,5,0
1570385560417767425,2022-09-15 12:14:28+00:00,アカン家暗すぎて死ぬｗｗｗｗ,5,0
1570294176847396864,2022-09-15 06:11:21+00:00,研究してるとマジで30分に一回はうんこぶっぱなしたくなる,4,0
1570292146145755136,2022-09-15 06:03:16+00:00,かみのけそめたい,7,0
1570073149445926914,2022-09-14 15:33:04+00:00,私が選んだ答えは #GRUPPSPEL /グルッスペル！ 欲しい色は【ベージュ⚪】 イケア公式キャンペーンアカウント（@IKEA_Campaign）にてプレゼントキャンペーン実施中🎮　9/19迄 #東京ゲームショウ2022,0,0
1570072067835564032,2022-09-14 15:28:46+00:00,RT @Pico_Japan: TGS2022のPicoステージに、えなこさんが登場します✨9月17日16時「Pico Neo3 Linkのえなこの楽しみ方」ぜひPicoブースにいらしてください！お楽しみに🚀#東京ゲームショウ #TGS2022 #TGS #えなこ #pi…,0,296
1570054196824797184,2022-09-14 14:17:45+00:00,アフターファイブでディズニームーブ絶対楽しい,1,0
1570049898409762820,2022-09-14 14:00:40+00:00,ディズニーメドレーバンドめっちゃ楽しそう,4,0
1570036155588153344,2022-09-14 13:06:04+00:00,カクテルちょっと飲みたい気分,2,0
1569978848946814978,2022-09-14 09:18:21+00:00,みんなからの匿名質問を募集中！こんな質問に答えてるよ● discordオンラインの時む…● カービィー枠取られた🥺● 今酔ってます？● たばこってどんなあじですか？#質問箱 #匿名質問募集中https://t.co/BO31iuhvX2,0,0
1569910951880855557,2022-09-14 04:48:33+00:00,体育祭のeスポーツにoverwatchがないのはおかしいだろ！！！！！！！！！！！れ！！！！,15,0
1569678085758537728,2022-09-13 13:23:13+00:00,コントラバス欲しすぎる…低音,7,0
1569673441737064450,2022-09-13 13:04:46+00:00,インナーカラーめっちゃいい,4,0
1569659163499954177,2022-09-13 12:08:02+00:00,アーバンパークライン長すぎてビビる,5,0
1569518279638798337,2022-09-13 02:48:12+00:00,仕事増やすと研究できないし研究すると仕事できないしでしんどい,3,0
1569485658322006016,2022-09-13 00:38:35+00:00,50GB分の深層学習ネットワークしんどすぎ,3,0
1569429555051638784,2022-09-12 20:55:39+00:00,RT @namchan_koushi: 農業の収穫現場がSFの世界に近付いてきてます。果物をドローンのカメラで認識して、昼夜問わず収穫してくれるシステム。収穫時期に不足する人員や高所位置での収穫課題に貢献してくれます。今はリンゴで実証段階中です。人材獲得が更に難しくなっていく中…,0,8308
1569403699839258624,2022-09-12 19:12:54+00:00,何かやらかすたびにけつあな確定なっていうのしんどすぎｗｗｗ,7,0
1569395245821095936,2022-09-12 18:39:19+00:00,ライブやってるときのベース気持ち良すぎマジで,5,0
1569348875408003072,2022-09-12 15:35:03+00:00,痩せてえ https://t.co/JAOSj4svgn,20,0
1569341201681371138,2022-09-12 15:04:34+00:00,シンセの音作り勉強する,2,0
1569341116184670209,2022-09-12 15:04:13+00:00,やりてぇ岡村靖幸 - ビバナミダ https://t.co/6KIgcsygMs @YouTubeより,0,0
1569339764398243842,2022-09-12 14:58:51+00:00,ﾗｶﾞのキーボの耳コピできた,4,0
1569293073045426177,2022-09-12 11:53:19+00:00,みんなからの匿名質問を募集中！こんな質問に答えてるよ● discordオンラインの時む…● カービィー枠取られた🥺● 今酔ってます？● たばこってどんなあじですか？#質問箱 #匿名質問募集中https://t.co/BO31iuhvX2,0,0
1569200997624578048,2022-09-12 05:47:26+00:00,NBいろいろ迷惑かけたけど楽しかったです。ありがとうございました！！！,7,0
1569181698969194497,2022-09-12 04:30:45+00:00,RT @nipponkoudai: #データサイエンス学科 の荒川俊也教授が、#公益社団法人自動車技術会 2022年度技術会議 合同会議において「技術部門貢献賞」を受賞しました🎊詳しくはこちら⇒https://t.co/YsTI9shgww#日本工業大学 #日本工大 #…,0,1
1569162155022491651,2022-09-12 03:13:06+00:00,一生スカとﾃﾞｨｷﾞﾓと韻破句徒こすってるってwww,11,0
1569149419492343808,2022-09-12 02:22:29+00:00,RT @skkkxy18: いびきマシンガンじゃん笑,0,1
1568813010831147010,2022-09-11 04:05:43+00:00,風が秋,2,0
1568811146240741377,2022-09-11 03:58:19+00:00,靴にゲロつきすぎだろwwwwなんだこれ,1,0
1568607773574963203,2022-09-10 14:30:11+00:00,RT @MonarX__: [形容詞][形容詞]❗️✨🤟😁👍✨⚡️[名詞]❗️🙌✨[名詞]❗️🙌✨[副詞][副詞][動詞][助動詞][助詞]❗️🥓🥩🍗🍖😋🍴✨[形容詞]‼️🙏✨[擬音語]‼️🙏✨ [擬音語]‼️🙏✨ [擬音語]‼️🙏✨ [擬音語]‼️🙏✨ [擬音語]‼️🙏✨ […,0,4764
1568600401997606915,2022-09-10 14:00:53+00:00,マジで蹴り殺してぇ殺殺,0,0
1568600341985501186,2022-09-10 14:00:39+00:00,シーリングなんですぐ飛ぶん？,1,0
1568590366768779264,2022-09-10 13:21:01+00:00,クッソ良いhttps://t.co/h8lorpBZei,2,0
